SensorID,DeviceID,SensorType,Unit,CalibrationDate,Weather
501,95,CropHealth,°C,2022-08-17,Snowy
502,479,CropHealth,°C,2020-06-26,Snowy
503,190,CropHealth,%,2020-12-15,Cloudy
504,378,SoilMoisture,%,2020-02-04,Cloudy
505,221,CropHealth,°C,2020-05-30,Rainy
506,396,Temperature,pH,2022-02-23,Windy
507,149,SoilMoisture,%,2022-09-21,Cloudy
508,153,Humidity,%,2021-10-07,Windy
509,51,CropHealth,pH,2022-06-23,Windy
510,390,Temperature,pH,2020-02-19,Sunny
511,430,Humidity,°C,2020-05-10,Snowy
512,383,CropHealth,°C,2021-02-10,Rainy
513,37,Humidity,°C,2022-09-25,Rainy
514,3,CropHealth,pH,2022-03-06,Windy
515,249,Humidity,%,2022-05-13,Snowy
516,390,Temperature,pH,2021-07-05,Rainy
517,111,Temperature,pH,2022-09-24,Sunny
518,82,SoilMoisture,%,2020-08-06,Cloudy
519,450,SoilMoisture,%,2022-11-03,Cloudy
520,224,SoilMoisture,%,2020-04-16,Snowy
521,98,CropHealth,pH,2020-03-11,Windy
522,237,Humidity,%,2020-07-15,Cloudy
523,26,SoilMoisture,%,2022-04-14,Cloudy
524,282,CropHealth,pH,2020-03-02,Windy
525,11,CropHealth,%,2022-10-30,Windy
526,106,Temperature,%,2021-06-03,Sunny
527,238,CropHealth,°C,2021-06-14,Rainy
528,385,Temperature,%,2022-06-27,Snowy
529,208,CropHealth,pH,2022-05-27,Windy
530,383,Humidity,%,2022-01-13,Rainy
531,78,Temperature,°C,2022-12-12,Snowy
532,74,Humidity,°C,2022-02-28,Cloudy
533,206,Temperature,%,2022-07-16,Sunny
534,343,Humidity,%,2022-07-04,Rainy
535,410,Humidity,°C,2022-02-10,Rainy
536,490,Temperature,%,2022-10-25,Cloudy
537,61,CropHealth,°C,2021-03-11,Sunny
538,292,SoilMoisture,%,2020-06-08,Snowy
539,305,Temperature,%,2020-12-09,Sunny
540,332,SoilMoisture,pH,2022-06-10,Cloudy
541,325,Temperature,%,2022-02-25,Cloudy
542,415,SoilMoisture,°C,2021-12-22,Snowy
543,99,Humidity,%,2020-05-10,Windy
544,454,Humidity,%,2022-03-19,Cloudy
545,262,Temperature,pH,2022-12-23,Rainy
546,347,SoilMoisture,°C,2021-05-23,Snowy
547,82,CropHealth,%,2021-09-11,Cloudy
548,234,Humidity,pH,2022-11-20,Windy
549,170,CropHealth,°C,2021-05-09,Rainy
550,328,Temperature,%,2020-03-26,Cloudy
551,149,CropHealth,°C,2022-03-12,Snowy
552,159,Humidity,°C,2022-05-27,Sunny
553,17,Temperature,pH,2021-08-04,Windy
554,490,CropHealth,%,2021-03-28,Cloudy
555,247,SoilMoisture,%,2020-03-22,Cloudy
556,458,SoilMoisture,pH,2020-08-27,Cloudy
557,341,SoilMoisture,%,2021-01-25,Sunny
558,446,Humidity,%,2021-04-19,Snowy
559,282,Humidity,pH,2020-02-22,Windy
560,247,SoilMoisture,%,2021-07-19,Sunny
561,9,Humidity,°C,2021-09-02,Snowy
562,58,Temperature,%,2021-11-01,Sunny
563,17,SoilMoisture,pH,2021-05-01,Rainy
564,319,Temperature,pH,2020-08-27,Sunny
565,28,CropHealth,°C,2021-10-26,Snowy
566,170,Temperature,pH,2020-09-10,Sunny
567,40,Temperature,%,2022-06-27,Sunny
568,276,Temperature,pH,2022-08-27,Sunny
569,399,SoilMoisture,°C,2022-09-06,Cloudy
570,184,SoilMoisture,%,2021-05-27,Windy
571,491,Temperature,°C,2020-04-18,Sunny
572,197,SoilMoisture,%,2021-09-25,Cloudy
573,246,Temperature,pH,2020-05-19,Snowy
574,201,Humidity,%,2022-10-07,Windy
575,385,Humidity,%,2021-10-23,Snowy
576,56,Temperature,%,2021-10-06,Cloudy
577,275,Temperature,pH,2022-05-01,Cloudy
578,116,CropHealth,%,2020-04-28,Cloudy
579,74,CropHealth,°C,2020-04-04,Rainy
580,452,CropHealth,%,2020-01-14,Rainy
581,113,Temperature,°C,2022-06-04,Windy
582,55,CropHealth,pH,2022-09-30,Windy
583,303,Humidity,°C,2020-02-09,Sunny
584,223,Humidity,%,2020-07-16,Sunny
585,422,SoilMoisture,°C,2020-04-30,Rainy
586,311,Temperature,%,2022-10-21,Snowy
587,332,Temperature,°C,2021-01-29,Rainy
588,495,Temperature,°C,2020-07-10,Sunny
589,187,Humidity,%,2022-03-10,Snowy
590,47,Humidity,°C,2022-08-09,Snowy
591,330,SoilMoisture,°C,2020-09-16,Sunny
592,308,Temperature,pH,2022-01-29,Windy
593,35,CropHealth,%,2022-08-29,Snowy
594,394,Humidity,°C,2021-08-26,Rainy
595,422,SoilMoisture,°C,2021-06-06,Snowy
596,168,SoilMoisture,°C,2020-10-31,Sunny
597,426,SoilMoisture,pH,2021-03-14,Windy
598,234,Humidity,%,2020-01-17,Rainy
599,96,SoilMoisture,%,2022-04-05,Cloudy
600,77,Humidity,°C,2022-08-18,Rainy
601,58,Humidity,%,2021-05-20,Snowy
602,63,CropHealth,%,2021-06-05,Rainy
603,52,Temperature,pH,2022-12-20,Windy
604,100,CropHealth,°C,2022-06-19,Snowy
605,440,SoilMoisture,°C,2021-07-02,Snowy
606,346,Humidity,°C,2021-09-25,Windy
607,468,Temperature,pH,2020-05-30,Snowy
608,130,CropHealth,°C,2021-08-08,Rainy
609,277,Humidity,pH,2021-08-06,Rainy
610,50,Temperature,pH,2021-04-07,Windy
611,326,Temperature,%,2021-06-04,Windy
612,469,Temperature,%,2022-12-23,Snowy
613,171,CropHealth,pH,2022-12-17,Cloudy
614,222,Humidity,pH,2021-08-15,Cloudy
615,175,CropHealth,°C,2021-05-06,Rainy
616,10,Temperature,%,2020-12-20,Snowy
617,136,CropHealth,°C,2022-03-31,Rainy
618,398,SoilMoisture,%,2021-04-08,Sunny
619,42,Temperature,°C,2021-08-14,Windy
620,356,Temperature,pH,2021-03-06,Windy
621,209,Humidity,°C,2022-10-16,Sunny
622,277,Temperature,pH,2021-11-10,Cloudy
623,43,Temperature,°C,2021-03-10,Snowy
624,126,CropHealth,°C,2021-09-09,Cloudy
625,185,Humidity,pH,2021-01-07,Cloudy
626,78,Temperature,pH,2020-09-22,Windy
627,177,Temperature,pH,2021-02-08,Snowy
628,375,SoilMoisture,pH,2020-11-28,Cloudy
629,29,CropHealth,°C,2022-11-21,Rainy
630,398,Temperature,°C,2021-12-21,Snowy
631,137,Humidity,%,2020-11-13,Rainy
632,354,Humidity,°C,2020-02-10,Cloudy
633,216,CropHealth,%,2021-09-15,Sunny
634,387,Humidity,pH,2022-01-10,Rainy
635,129,CropHealth,%,2020-06-02,Snowy
636,350,SoilMoisture,pH,2020-10-09,Rainy
637,240,SoilMoisture,%,2020-07-28,Snowy
638,69,Temperature,°C,2022-04-22,Snowy
639,284,Humidity,pH,2022-12-13,Cloudy
640,95,CropHealth,°C,2022-04-04,Cloudy
641,159,SoilMoisture,°C,2021-05-29,Cloudy
642,461,Temperature,%,2022-08-12,Cloudy
643,172,CropHealth,°C,2022-04-08,Snowy
644,94,Humidity,pH,2022-07-15,Windy
645,432,SoilMoisture,pH,2020-01-01,Rainy
646,177,CropHealth,%,2020-03-31,Snowy
647,74,SoilMoisture,°C,2020-05-17,Cloudy
648,251,SoilMoisture,°C,2021-05-10,Rainy
649,16,SoilMoisture,%,2020-10-13,Windy
650,325,Humidity,pH,2021-01-06,Windy
651,396,CropHealth,pH,2021-08-30,Snowy
652,365,Temperature,°C,2020-07-14,Cloudy
653,55,Humidity,°C,2021-08-22,Windy
654,56,Humidity,pH,2021-08-22,Windy
655,115,Humidity,°C,2022-05-10,Windy
656,451,Temperature,%,2020-03-28,Rainy
657,321,SoilMoisture,°C,2020-07-18,Cloudy
658,333,SoilMoisture,pH,2020-12-20,Snowy
659,249,Temperature,°C,2020-09-11,Windy
660,339,Humidity,%,2021-12-02,Rainy
661,361,Humidity,%,2022-03-18,Sunny
662,38,CropHealth,°C,2020-12-10,Windy
663,497,Humidity,pH,2022-02-04,Windy
664,37,Temperature,%,2021-07-15,Snowy
665,297,SoilMoisture,pH,2020-02-18,Sunny
666,342,Humidity,°C,2020-09-21,Sunny
667,109,CropHealth,pH,2020-05-07,Snowy
668,439,Humidity,%,2021-09-30,Cloudy
669,485,SoilMoisture,°C,2022-09-11,Rainy
670,294,Humidity,%,2021-04-15,Cloudy
671,7,Temperature,°C,2020-11-28,Windy
672,481,SoilMoisture,°C,2020-01-15,Cloudy
673,488,CropHealth,pH,2021-09-23,Cloudy
674,254,Humidity,pH,2021-03-09,Rainy
675,314,Humidity,%,2020-08-24,Windy
676,80,Humidity,pH,2021-03-27,Cloudy
677,367,CropHealth,pH,2022-04-13,Windy
678,82,Temperature,pH,2022-06-14,Cloudy
679,309,Humidity,%,2022-12-19,Windy
680,412,SoilMoisture,%,2020-11-26,Cloudy
681,39,CropHealth,°C,2022-01-04,Cloudy
682,433,Humidity,°C,2020-12-04,Windy
683,235,CropHealth,°C,2021-06-12,Snowy
684,151,Temperature,pH,2022-02-27,Cloudy
685,43,Humidity,%,2021-04-13,Windy
686,278,Humidity,%,2022-12-31,Sunny
687,448,Humidity,°C,2020-11-27,Snowy
688,50,Temperature,%,2021-09-06,Sunny
689,190,SoilMoisture,pH,2022-05-08,Snowy
690,432,CropHealth,pH,2020-10-25,Rainy
691,245,Temperature,pH,2021-10-06,Sunny
692,154,Humidity,°C,2021-08-30,Snowy
693,117,Temperature,%,2020-09-03,Snowy
694,170,CropHealth,pH,2020-11-09,Snowy
695,160,Humidity,pH,2022-12-02,Cloudy
696,409,Temperature,°C,2020-11-13,Snowy
697,264,Temperature,pH,2022-05-14,Windy
698,348,SoilMoisture,%,2022-12-10,Windy
699,338,Temperature,°C,2020-06-19,Cloudy
700,340,Temperature,pH,2022-07-22,Windy
701,351,Humidity,°C,2022-08-25,Rainy
702,384,Humidity,pH,2022-02-05,Windy
703,378,Humidity,pH,2021-12-05,Snowy
704,197,CropHealth,pH,2020-04-14,Snowy
705,179,SoilMoisture,%,2021-09-22,Snowy
706,258,Temperature,%,2022-05-12,Windy
707,197,CropHealth,pH,2022-02-01,Windy
708,144,CropHealth,pH,2021-05-19,Rainy
709,398,Humidity,°C,2021-04-01,Windy
710,340,SoilMoisture,°C,2020-01-24,Sunny
711,499,Temperature,%,2021-11-15,Rainy
712,257,SoilMoisture,%,2021-06-13,Sunny
713,53,SoilMoisture,pH,2022-10-17,Rainy
714,278,Temperature,°C,2022-08-31,Rainy
715,470,CropHealth,°C,2022-05-09,Cloudy
716,368,SoilMoisture,°C,2020-09-30,Windy
717,257,Temperature,pH,2020-12-02,Rainy
718,15,CropHealth,%,2021-01-10,Cloudy
719,5,Temperature,%,2021-11-18,Snowy
720,419,Temperature,pH,2020-02-29,Rainy
721,305,SoilMoisture,°C,2022-04-04,Sunny
722,412,Humidity,%,2020-07-05,Rainy
723,267,CropHealth,pH,2022-12-06,Windy
724,133,Humidity,°C,2022-04-08,Cloudy
725,270,Humidity,°C,2022-03-18,Windy
726,15,Humidity,°C,2021-07-23,Sunny
727,377,CropHealth,pH,2020-07-26,Windy
728,357,CropHealth,°C,2021-06-23,Rainy
729,490,Temperature,%,2020-12-01,Windy
730,318,SoilMoisture,pH,2021-06-05,Rainy
731,303,Humidity,pH,2022-01-17,Rainy
732,146,SoilMoisture,%,2020-06-13,Snowy
733,158,Temperature,pH,2022-02-05,Sunny
734,445,SoilMoisture,°C,2020-08-24,Sunny
735,126,CropHealth,pH,2021-08-19,Snowy
736,87,Temperature,°C,2021-09-07,Rainy
737,252,Humidity,pH,2021-06-27,Cloudy
738,179,Temperature,pH,2020-05-12,Snowy
739,388,Temperature,°C,2020-09-25,Cloudy
740,245,SoilMoisture,°C,2020-03-16,Windy
741,10,SoilMoisture,°C,2020-08-19,Windy
742,204,CropHealth,%,2022-05-02,Snowy
743,46,CropHealth,%,2022-04-19,Cloudy
744,15,Temperature,°C,2022-08-29,Snowy
745,287,Temperature,°C,2021-11-01,Cloudy
746,76,Humidity,%,2020-04-08,Windy
747,354,SoilMoisture,%,2020-08-22,Cloudy
748,242,CropHealth,°C,2020-01-13,Sunny
749,434,CropHealth,%,2022-02-19,Snowy
750,96,CropHealth,°C,2020-07-11,Cloudy
751,454,SoilMoisture,°C,2021-07-30,Cloudy
752,148,Humidity,°C,2020-06-24,Rainy
753,205,Temperature,pH,2022-09-09,Windy
754,253,Humidity,%,2022-11-12,Sunny
755,276,CropHealth,%,2020-11-19,Windy
756,428,CropHealth,%,2021-03-08,Cloudy
757,440,Humidity,%,2020-04-19,Cloudy
758,360,SoilMoisture,%,2022-05-28,Rainy
759,214,Temperature,°C,2020-11-04,Windy
760,355,CropHealth,°C,2021-07-09,Rainy
761,153,SoilMoisture,%,2021-12-30,Rainy
762,257,CropHealth,%,2022-03-26,Cloudy
763,108,Temperature,°C,2020-09-10,Rainy
764,305,CropHealth,°C,2020-02-29,Cloudy
765,128,SoilMoisture,pH,2021-05-23,Snowy
766,348,SoilMoisture,%,2021-01-23,Sunny
767,245,SoilMoisture,pH,2022-07-20,Snowy
768,24,Temperature,%,2022-02-01,Snowy
769,452,Temperature,%,2021-09-22,Cloudy
770,477,CropHealth,°C,2022-05-28,Snowy
771,92,Temperature,%,2020-03-27,Sunny
772,84,SoilMoisture,pH,2020-03-21,Rainy
773,175,Temperature,pH,2020-03-13,Windy
774,281,Temperature,pH,2020-06-24,Sunny
775,326,CropHealth,°C,2020-03-05,Cloudy
776,191,Humidity,%,2021-04-26,Snowy
777,204,Temperature,°C,2021-06-29,Snowy
778,26,Temperature,pH,2022-08-20,Rainy
779,81,SoilMoisture,pH,2020-06-09,Rainy
780,388,CropHealth,°C,2022-08-27,Sunny
781,85,Temperature,%,2020-01-30,Cloudy
782,228,Humidity,%,2021-04-09,Sunny
783,25,CropHealth,pH,2021-06-15,Sunny
784,140,CropHealth,%,2020-11-29,Snowy
785,262,CropHealth,°C,2020-01-14,Windy
786,228,Temperature,°C,2020-12-22,Cloudy
787,113,CropHealth,%,2020-03-17,Windy
788,184,Temperature,°C,2021-11-18,Snowy
789,486,Humidity,°C,2022-10-23,Windy
790,263,Humidity,%,2022-05-29,Snowy
791,342,Humidity,°C,2021-11-16,Windy
792,206,Temperature,pH,2020-04-10,Cloudy
793,279,CropHealth,°C,2020-07-16,Snowy
794,194,CropHealth,pH,2020-12-08,Sunny
795,94,Temperature,°C,2020-11-15,Rainy
796,396,SoilMoisture,°C,2020-09-16,Snowy
797,424,Humidity,%,2021-10-03,Windy
798,339,Temperature,%,2020-01-30,Sunny
799,239,Temperature,°C,2020-04-10,Windy
800,266,CropHealth,pH,2021-05-22,Sunny
801,148,SoilMoisture,pH,2020-04-30,Snowy
802,276,Temperature,pH,2020-03-28,Cloudy
803,407,CropHealth,%,2020-11-20,Cloudy
804,269,Temperature,°C,2021-08-04,Rainy
805,78,Humidity,%,2022-09-19,Sunny
806,49,SoilMoisture,°C,2020-12-04,Windy
807,75,SoilMoisture,%,2021-05-08,Rainy
808,379,Humidity,%,2020-04-25,Windy
809,132,SoilMoisture,°C,2022-01-31,Windy
810,170,Humidity,%,2021-09-05,Rainy
811,101,Humidity,%,2022-01-23,Cloudy
812,447,Temperature,°C,2020-11-07,Windy
813,446,SoilMoisture,°C,2020-01-31,Cloudy
814,264,CropHealth,pH,2020-01-11,Rainy
815,54,Temperature,pH,2021-05-14,Sunny
816,403,CropHealth,%,2020-08-19,Rainy
817,83,SoilMoisture,%,2022-07-31,Sunny
818,156,CropHealth,%,2022-10-31,Sunny
819,277,Humidity,%,2022-11-30,Rainy
820,344,CropHealth,%,2021-07-03,Rainy
821,333,Humidity,°C,2022-03-13,Cloudy
822,120,Humidity,%,2021-02-13,Windy
823,147,Temperature,%,2021-08-06,Cloudy
824,470,Humidity,pH,2022-02-18,Cloudy
825,378,CropHealth,%,2022-12-31,Rainy
826,144,CropHealth,%,2021-11-02,Rainy
827,356,Humidity,pH,2021-12-10,Cloudy
828,151,SoilMoisture,°C,2020-04-25,Windy
829,105,Humidity,°C,2020-08-07,Snowy
830,176,Temperature,%,2022-06-05,Snowy
831,278,Humidity,°C,2022-11-21,Windy
832,179,Humidity,pH,2022-01-09,Cloudy
833,209,Humidity,°C,2021-01-31,Rainy
834,301,Humidity,°C,2020-09-14,Rainy
835,379,Temperature,%,2022-07-05,Windy
836,438,SoilMoisture,pH,2021-04-29,Cloudy
837,418,Humidity,pH,2022-03-25,Windy
838,40,Temperature,°C,2020-10-19,Rainy
839,423,Temperature,°C,2022-03-22,Rainy
840,428,Humidity,%,2022-12-23,Sunny
841,125,SoilMoisture,%,2020-06-18,Rainy
842,117,SoilMoisture,pH,2020-01-28,Snowy
843,223,Temperature,pH,2021-05-16,Windy
844,298,Temperature,pH,2021-03-04,Rainy
845,105,CropHealth,°C,2021-09-23,Windy
846,454,CropHealth,pH,2022-12-18,Sunny
847,226,Temperature,°C,2021-05-29,Rainy
848,236,SoilMoisture,°C,2022-10-17,Windy
849,385,Temperature,%,2022-03-02,Cloudy
850,97,Temperature,°C,2021-09-17,Cloudy
851,40,Temperature,pH,2021-02-14,Rainy
852,444,Humidity,pH,2021-11-05,Rainy
853,410,Temperature,pH,2022-08-16,Snowy
854,289,Humidity,°C,2021-06-03,Snowy
855,436,Humidity,pH,2022-05-22,Rainy
856,92,SoilMoisture,%,2021-07-21,Rainy
857,273,Temperature,%,2021-01-23,Cloudy
858,113,CropHealth,pH,2020-04-20,Rainy
859,432,CropHealth,pH,2021-10-04,Cloudy
860,275,Temperature,pH,2020-01-05,Sunny
861,379,Temperature,pH,2022-06-08,Rainy
862,400,Humidity,pH,2020-01-15,Sunny
863,32,CropHealth,°C,2020-04-22,Rainy
864,175,Humidity,%,2022-12-24,Snowy
865,242,Temperature,°C,2021-08-02,Sunny
866,157,Temperature,°C,2020-08-03,Snowy
867,24,Temperature,°C,2021-04-05,Sunny
868,447,Humidity,°C,2022-05-31,Windy
869,301,SoilMoisture,pH,2021-03-05,Sunny
870,360,SoilMoisture,°C,2020-09-18,Rainy
871,311,Humidity,°C,2021-03-22,Snowy
872,467,SoilMoisture,pH,2020-01-10,Windy
873,8,CropHealth,°C,2021-07-08,Snowy
874,155,Humidity,°C,2022-12-04,Snowy
875,177,CropHealth,%,2021-12-29,Windy
876,180,Temperature,%,2020-06-22,Cloudy
877,156,CropHealth,%,2022-04-16,Rainy
878,147,Humidity,pH,2020-10-09,Sunny
879,247,SoilMoisture,%,2020-03-29,Windy
880,270,Temperature,pH,2022-09-30,Rainy
881,4,Humidity,°C,2022-09-27,Sunny
882,73,SoilMoisture,%,2021-01-17,Sunny
883,416,Humidity,pH,2021-08-18,Snowy
884,161,Humidity,%,2020-07-07,Sunny
885,64,Humidity,°C,2022-03-21,Cloudy
886,169,Temperature,%,2021-01-10,Sunny
887,493,CropHealth,pH,2021-03-06,Rainy
888,138,Humidity,pH,2021-07-01,Cloudy
889,410,Humidity,%,2021-08-01,Sunny
890,22,Temperature,pH,2022-05-03,Cloudy
891,323,Humidity,°C,2022-10-21,Snowy
892,62,Temperature,%,2022-03-24,Snowy
893,459,Temperature,pH,2022-10-19,Snowy
894,135,CropHealth,°C,2021-05-02,Windy
895,429,Temperature,%,2022-02-24,Snowy
896,448,Humidity,pH,2020-02-14,Windy
897,2,CropHealth,°C,2020-06-08,Cloudy
898,119,Temperature,°C,2022-04-14,Snowy
899,29,Temperature,pH,2022-03-01,Snowy
900,423,CropHealth,pH,2022-08-15,Cloudy
901,119,CropHealth,%,2021-05-24,Rainy
902,273,CropHealth,pH,2022-04-17,Snowy
903,383,Temperature,%,2022-05-15,Cloudy
904,247,SoilMoisture,%,2022-11-18,Windy
905,495,Humidity,%,2021-11-25,Sunny
906,461,Humidity,°C,2022-09-18,Sunny
907,5,CropHealth,°C,2021-04-18,Windy
908,328,Humidity,°C,2022-10-22,Rainy
909,353,CropHealth,pH,2020-07-07,Windy
910,147,Temperature,°C,2020-12-17,Rainy
911,472,CropHealth,pH,2021-03-27,Cloudy
912,281,CropHealth,pH,2022-02-27,Sunny
913,374,CropHealth,pH,2022-04-05,Snowy
914,313,Temperature,°C,2020-07-26,Snowy
915,254,CropHealth,pH,2021-11-28,Sunny
916,90,CropHealth,%,2021-07-19,Snowy
917,427,CropHealth,°C,2020-03-26,Cloudy
918,73,Temperature,%,2022-12-14,Snowy
919,170,SoilMoisture,°C,2020-11-05,Rainy
920,238,SoilMoisture,%,2021-11-21,Sunny
921,38,CropHealth,%,2022-03-23,Sunny
922,362,Temperature,%,2020-02-18,Rainy
923,410,Temperature,pH,2021-06-21,Rainy
924,63,CropHealth,°C,2021-06-20,Sunny
925,322,Humidity,pH,2020-02-27,Sunny
926,415,Temperature,°C,2020-05-14,Windy
927,266,CropHealth,%,2020-09-13,Snowy
928,395,CropHealth,%,2021-03-24,Cloudy
929,136,Temperature,°C,2021-03-11,Windy
930,134,Temperature,°C,2021-06-12,Cloudy
931,415,SoilMoisture,pH,2021-07-25,Sunny
932,318,Temperature,%,2020-03-01,Windy
933,360,SoilMoisture,pH,2021-03-03,Windy
934,484,CropHealth,pH,2021-01-26,Rainy
935,20,CropHealth,%,2021-01-26,Snowy
936,91,Humidity,pH,2021-06-14,Snowy
937,379,Temperature,°C,2020-06-27,Snowy
938,358,SoilMoisture,°C,2020-09-10,Cloudy
939,248,SoilMoisture,°C,2021-05-24,Windy
940,257,SoilMoisture,pH,2020-05-10,Cloudy
941,140,Temperature,°C,2022-10-02,Rainy
942,372,SoilMoisture,°C,2020-04-02,Windy
943,489,SoilMoisture,%,2020-06-27,Snowy
944,126,CropHealth,pH,2020-01-29,Snowy
945,41,Temperature,%,2022-06-24,Snowy
946,361,Humidity,pH,2021-06-08,Rainy
947,112,SoilMoisture,%,2022-11-27,Windy
948,361,Temperature,°C,2021-03-24,Sunny
949,440,Humidity,pH,2021-05-28,Snowy
950,334,Temperature,°C,2020-03-01,Cloudy
951,396,Humidity,°C,2021-12-29,Rainy
952,466,Humidity,pH,2020-03-05,Sunny
953,270,SoilMoisture,pH,2022-02-13,Sunny
954,297,Humidity,°C,2021-03-06,Snowy
955,107,Temperature,%,2021-08-01,Rainy
956,155,Temperature,%,2022-01-15,Cloudy
957,190,Temperature,°C,2020-06-14,Cloudy
958,36,CropHealth,°C,2021-12-09,Rainy
959,316,SoilMoisture,°C,2020-03-04,Snowy
960,187,CropHealth,pH,2020-02-19,Rainy
961,106,Humidity,pH,2020-04-03,Windy
962,410,SoilMoisture,%,2021-01-03,Windy
963,345,CropHealth,°C,2022-08-10,Sunny
964,12,Humidity,%,2020-12-15,Windy
965,365,SoilMoisture,%,2021-06-26,Cloudy
966,91,Humidity,%,2021-05-08,Windy
967,213,CropHealth,pH,2021-11-29,Sunny
968,180,CropHealth,%,2020-03-21,Rainy
969,88,Temperature,pH,2022-10-31,Snowy
970,305,Temperature,%,2021-12-30,Sunny
971,372,SoilMoisture,pH,2021-05-24,Windy
972,406,Temperature,%,2022-04-05,Windy
973,223,Temperature,°C,2020-08-16,Cloudy
974,105,Temperature,pH,2021-06-14,Snowy
975,193,Temperature,pH,2022-06-04,Windy
976,153,SoilMoisture,pH,2020-06-09,Cloudy
977,310,Temperature,°C,2022-08-27,Cloudy
978,356,Temperature,°C,2021-12-02,Windy
979,55,SoilMoisture,°C,2021-02-14,Snowy
980,27,Humidity,%,2020-10-25,Windy
981,5,Temperature,pH,2022-12-10,Rainy
982,89,Humidity,pH,2021-05-10,Windy
983,138,Humidity,°C,2022-10-01,Windy
984,359,SoilMoisture,%,2020-02-16,Windy
985,83,SoilMoisture,%,2021-10-21,Cloudy
986,138,Temperature,%,2022-07-04,Cloudy
987,194,CropHealth,%,2020-10-10,Windy
988,103,Temperature,pH,2021-01-01,Cloudy
989,215,Temperature,pH,2022-10-22,Rainy
990,409,SoilMoisture,%,2020-04-27,Sunny
991,350,SoilMoisture,pH,2021-10-04,Rainy
992,374,Temperature,pH,2021-07-09,Cloudy
993,324,Temperature,°C,2020-12-31,Snowy
994,119,SoilMoisture,°C,2022-12-17,Cloudy
995,46,SoilMoisture,pH,2021-02-07,Windy
996,145,Humidity,°C,2021-10-15,Snowy
997,146,CropHealth,°C,2021-03-17,Rainy
998,258,CropHealth,°C,2020-12-31,Cloudy
999,177,CropHealth,°C,2021-11-09,Cloudy
1000,254,SoilMoisture,°C,2021-08-24,Cloudy
